year,era,wealth,happiness
1989,1980s,129.3,6.83
1989,1980s,74.6,5.3
1989,1980s,67.5,4.73
1989,1980s,51.3,4.64
1989,1980s,99.8,6.6
1989,1980s,45.4,4.67
1989,1980s,71.6,6.14
1989,1980s,115.4,6.49
1989,1980s,39.4,5.11
1989,1980s,37.8,4.25
1989,1980s,24.5,3.54
1989,1980s,27.0,3.21
1989,1980s,15.2,3.39
1989,1980s,103.7,6.04
1989,1980s,233.0,7.36
1989,1980s,174.7,7.65
1989,1980s,17.7,3.56
1989,1980s,103.3,6.6
1989,1980s,174.3,7.07
1989,1980s,42.6,4.38
1989,1980s,64.7,5.2
1989,1980s,13.3,3.16
1989,1980s,73.3,6.02
1989,1980s,27.0,3.79
1989,1980s,69.7,6.06
1989,1980s,18.6,3.52
1989,1980s,90.2,5.84
1989,1980s,129.4,6.95
1989,1980s,33.3,4.57
1989,1980s,25.6,4.29
1989,1980s,11.9,3.22
1989,1980s,49.1,4.67
1989,1980s,38.8,4.15
1989,1980s,18.7,3.41
1989,1980s,84.3,6.36
1989,1980s,42.8,4.56
1989,1980s,26.8,3.81
1989,1980s,39.6,4.28
1989,1980s,134.0,6.61
1989,1980s,94.3,5.96
1989,1980s,54.4,4.91
1989,1980s,95.5,6.64
1989,1980s,25.1,3.48
1989,1980s,61.5,5.13
1989,1980s,67.0,4.99
1989,1980s,42.2,4.63
1989,1980s,83.2,6.23
1989,1980s,33.4,4.55
1989,1980s,87.9,5.94
1989,1980s,90.8,6.14
1989,1980s,6.7,2.41
1989,1980s,146.5,7.08
1989,1980s,6.1,2.54
1989,1980s,37.8,4.2
1989,1980s,129.5,6.71
1989,1980s,47.3,4.75
1989,1980s,20.0,3.18
1989,1980s,26.4,3.55
1989,1980s,129.6,7.26
1989,1980s,14.2,3.89
1989,1980s,139.9,6.39
1989,1980s,57.6,4.53
1989,1980s,24.5,3.2
1989,1980s,38.7,4.19
1989,1980s,28.0,4.03
1989,1980s,114.9,6.63
1989,1980s,103.9,6.28
1989,1980s,16.5,3.27
1989,1980s,44.3,4.23
1989,1980s,31.4,3.8
1989,1980s,158.3,7.03
1989,1980s,21.8,2.83
1989,1980s,199.8,6.99
1989,1980s,58.5,4.62
1989,1980s,25.1,3.83
1989,1980s,36.1,4.19
1989,1980s,32.9,4.17
1989,1980s,23.1,2.81
1989,1980s,64.4,4.69
1989,1980s,23.9,3.73
1989,1980s,11.7,1.82
1989,1980s,45.1,4.93
1989,1980s,15.5,2.38
1989,1980s,34.1,4.31
1989,1980s,30.3,3.52
1989,1980s,31.2,4.24
1989,1980s,269.1,8.86
1989,1980s,62.6,4.35
1989,1980s,72.1,5.69
1989,1980s,15.8,2.41
1989,1980s,36.7,4.29
1989,1980s,70.5,5.33
1989,1980s,27.8,3.75
1989,1980s,118.6,6.17
1989,1980s,24.3,3.79
1989,1980s,48.4,4.13
1989,1980s,38.7,4.66
1989,1980s,67.9,5.17
1989,1980s,37.1,3.66
1989,1980s,49.0,5.21
1989,1980s,50.3,4.68
1989,1980s,34.6,4.7
1989,1980s,86.3,6.26
1989,1980s,71.7,5.16
1989,1980s,56.1,4.9
1989,1980s,43.4,4.47
1989,1980s,109.0,6.85
1989,1980s,50.3,4.86
1989,1980s,47.7,4.67
1989,1980s,64.9,5.15
1989,1980s,214.2,7.47
1989,1980s,22.0,3.85
1989,1980s,106.9,6.28
1989,1980s,14.5,2.82
1989,1980s,70.6,5.2
1989,1980s,195.5,7.17
1989,1980s,86.6,5.34
1989,1980s,68.2,5.06
1989,1980s,39.4,4.78
1989,1980s,61.4,5.04
1989,1980s,49.7,4.93
1989,1980s,33.3,3.11
1989,1980s,48.3,4.83
1989,1980s,69.6,5.31
1989,1980s,33.7,3.83
1989,1980s,32.8,4.01
1989,1980s,21.6,3.2
1989,1980s,80.4,4.93
1989,1980s,90.3,6.25
1989,1980s,71.4,5.51
1989,1980s,123.7,6.46
1989,1980s,64.1,4.86
1989,1980s,80.5,5.17
1989,1980s,75.4,5.62
1989,1980s,56.0,5.49
1989,1980s,40.3,4.37
1989,1980s,315.8,7.37
2010,2010s,42.8,4.48
2010,2010s,36.4,4.1
2010,2010s,83.1,6.05
2010,2010s,72.5,5.67
2010,2010s,20.9,2.29
2010,2010s,139.3,6.87
2010,2010s,55.9,4.57
2010,2010s,26.1,3.12
2010,2010s,146.3,6.62
2010,2010s,95.9,6.2
2010,2010s,23.2,2.89
2010,2010s,227.5,6.95
2010,2010s,98.3,6.37
2010,2010s,59.5,5.06
2010,2010s,197.8,6.4
2010,2010s,67.6,4.97
2010,2010s,58.7,5.38
2010,2010s,36.6,3.6
2010,2010s,92.8,6.35
2010,2010s,85.8,5.76
2010,2010s,60.7,5.05
2010,2010s,33.2,3.37
2010,2010s,66.1,5.21
2010,2010s,56.9,5.17
2010,2010s,22.1,2.93
2010,2010s,19.9,3.45
2010,2010s,91.7,5.99
2010,2010s,8.5,2.36
2010,2010s,70.0,5.68
2010,2010s,41.9,3.59
2010,2010s,160.1,6.82
2010,2010s,41.4,4.91
2010,2010s,98.4,6.61
2010,2010s,44.6,4.61
2010,2010s,65.3,5.13
2010,2010s,104.3,6.0
2010,2010s,42.4,4.28
2010,2010s,126.7,6.81
2010,2010s,28.5,3.45
2010,2010s,74.8,5.79
2010,2010s,119.9,7.28
2010,2010s,98.4,6.08
2010,2010s,252.6,6.23
2010,2010s,33.8,3.53
2010,2010s,21.3,3.63
2010,2010s,28.5,3.72
2010,2010s,98.5,6.41
2010,2010s,87.2,5.66
2010,2010s,64.8,5.51
2010,2010s,25.8,3.55
2010,2010s,106.6,6.01
2010,2010s,23.9,3.36
2010,2010s,143.1,6.27
2010,2010s,511.5,7.4
2010,2010s,79.0,5.61
2010,2010s,92.9,6.21
2010,2010s,41.5,4.16
2010,2010s,15.4,2.65
2010,2010s,38.2,4.12
2010,2010s,26.4,4.02
2010,2010s,20.3,3.12
2010,2010s,218.4,6.4
2010,2010s,73.6,5.54
2010,2010s,79.8,5.83
2010,2010s,47.6,5.18
2010,2010s,52.7,4.92
2010,2010s,123.7,6.81
2010,2010s,58.6,5.26
2010,2010s,89.3,5.5
2010,2010s,51.8,4.43
2010,2010s,46.4,4.17
2010,2010s,20.9,2.87
2010,2010s,13.6,3.19
2010,2010s,49.3,4.77
2010,2010s,62.6,5.18
2010,2010s,22.9,2.53
2010,2010s,58.5,5.73
2010,2010s,62.5,4.83
2010,2010s,11.9,3.52
2010,2010s,30.2,3.32
2010,2010s,81.4,5.42
2010,2010s,80.2,4.9
2010,2010s,25.3,3.7
2010,2010s,67.6,4.92
2010,2010s,129.2,6.26
2010,2010s,107.5,5.81
2010,2010s,55.9,5.19
2010,2010s,42.2,4.63
2010,2010s,37.4,4.8
2010,2010s,85.2,5.56
2010,2010s,69.5,5.44
2010,2010s,96.2,5.61
2010,2010s,66.2,5.15
2010,2010s,110.9,6.17
2010,2010s,64.4,5.37
2010,2010s,108.1,6.65
2010,2010s,115.3,6.78
2010,2010s,32.8,3.66
2010,2010s,15.5,3.37
2010,2010s,190.9,6.69
2010,2010s,72.7,5.35
2010,2010s,16.6,2.84
2010,2010s,35.1,3.87
2010,2010s,107.0,6.89
2010,2010s,48.6,4.75
2010,2010s,40.9,4.38
2010,2010s,171.6,6.61
2010,2010s,27.4,4.54
2010,2010s,33.0,4.42
2010,2010s,70.3,5.14
2010,2010s,80.4,5.58
2010,2010s,87.1,5.77
2010,2010s,118.8,6.56
2010,2010s,69.6,5.13
2010,2010s,86.6,5.99
2010,2010s,49.4,5.18
2010,2010s,62.9,4.7
2010,2010s,65.0,4.83
2010,2010s,70.5,5.23
2010,2010s,107.1,6.13
2010,2010s,91.0,6.64
2010,2010s,62.0,5.48
2010,2010s,32.7,4.28
2010,2010s,63.1,5.07
2010,2010s,58.8,4.92
2010,2010s,69.4,4.85
2010,2010s,314.0,6.98
2010,2010s,40.5,4.48
2010,2010s,82.4,6.18
2010,2010s,133.7,6.59
2010,2010s,64.6,5.16
2010,2010s,346.4,6.76
2010,2010s,45.2,4.82
2010,2010s,76.5,5.06
2010,2010s,33.0,4.22
2010,2010s,46.1,4.53
2010,2010s,72.3,5.08
2010,2010s,113.2,5.66
2010,2010s,76.2,5.52
2010,2010s,154.3,7.2
2010,2010s,55.9,5.5
2010,2010s,46.8,4.69
2010,2010s,455.9,7.39
2010,2010s,80.6,5.67
2010,2010s,35.0,4.39
2010,2010s,35.6,3.93
2010,2010s,29.6,3.61
2010,2010s,121.1,6.31
2010,2010s,45.7,3.8
2010,2010s,66.0,5.71
2010,2010s,57.2,4.74
2010,2010s,103.9,5.94
2010,2010s,31.8,3.49
2010,2010s,26.8,3.58
2010,2010s,71.0,6.03
2010,2010s,94.2,6.75
2010,2010s,77.0,5.0
2010,2010s,32.7,3.82
2010,2010s,99.7,5.77
2010,2010s,34.3,4.37
2010,2010s,40.6,4.41
2010,2010s,29.6,3.57
2010,2010s,159.2,6.72
2010,2010s,96.5,5.9
2010,2010s,94.5,6.58
2010,2010s,152.9,6.89
2010,2010s,494.6,6.94
2010,2010s,16.7,2.16
2010,2010s,34.5,4.01
2010,2010s,37.8,4.91
2010,2010s,31.7,4.36
2010,2010s,26.7,3.0
2010,2010s,47.9,4.5
2010,2010s,24.1,3.09
2010,2010s,77.1,6.19
2010,2010s,62.4,5.23
2010,2010s,86.1,5.55
2010,2010s,87.8,5.88
2010,2010s,94.3,5.1
2010,2010s,45.3,4.13
2010,2010s,294.5,6.72
2010,2010s,71.5,5.72
2010,2010s,14.8,2.3
2010,2010s,28.3,3.59
2010,2010s,16.3,3.42
2010,2010s,60.8,4.58
2010,2010s,54.8,4.96
2010,2010s,42.2,4.4
2010,2010s,271.1,7.3
2010,2010s,90.6,5.85
2010,2010s,103.4,6.15
2010,2010s,29.8,4.11
2010,2010s,28.4,3.27
2010,2010s,61.7,5.04
2010,2010s,68.3,5.17
2010,2010s,14.9,2.94
2010,2010s,52.4,5.08
2010,2010s,60.6,5.28
2010,2010s,51.1,4.47
2010,2010s,32.6,3.99
2011,2010s,40.0,4.81
2011,2010s,52.5,4.5
2011,2010s,64.2,5.25
2011,2010s,94.4,5.95
2011,2010s,135.0,6.64
2011,2010s,48.1,4.05
2011,2010s,42.6,4.89
2011,2010s,83.3,5.48
2011,2010s,94.9,6.39
2011,2010s,43.3,4.21
2011,2010s,108.5,6.09
2011,2010s,125.1,7.02
2011,2010s,158.1,7.05
2011,2010s,227.7,6.78
2011,2010s,31.3,4.15
2011,2010s,60.6,4.98
2011,2010s,60.5,5.07
2011,2010s,55.7,4.68
2011,2010s,36.9,4.46
2011,2010s,19.7,3.02
2011,2010s,64.3,5.72
2011,2010s,33.7,3.88
2011,2010s,64.0,5.2
2011,2010s,33.1,4.23
2011,2010s,26.3,3.63
2011,2010s,71.5,5.32
2011,2010s,67.2,5.29
2011,2010s,92.6,6.29
2011,2010s,309.1,6.47
2011,2010s,73.9,5.45
2011,2010s,86.3,5.83
2011,2010s,26.7,3.95
2011,2010s,22.9,3.41
2011,2010s,196.7,7.34
2011,2010s,30.0,3.76
2011,2010s,27.4,3.6
2011,2010s,58.3,4.94
2011,2010s,56.1,4.46
2011,2010s,30.5,3.48
2011,2010s,47.7,4.42
2011,2010s,150.9,7.09
2011,2010s,32.8,3.94
2011,2010s,21.1,3.17
2011,2010s,121.7,6.99
2011,2010s,86.8,6.38
2011,2010s,37.7,4.62
2011,2010s,18.3,2.89
2011,2010s,34.3,3.85
2011,2010s,57.6,5.61
2011,2010s,143.8,6.77
2011,2010s,27.6,3.6
2011,2010s,56.3,5.18
2011,2010s,99.6,6.48
2011,2010s,10.1,2.49
2011,2010s,130.3,6.72
2011,2010s,24.7,3.87
2011,2010s,77.0,5.18
2011,2010s,72.2,5.45
2011,2010s,135.3,6.28
2011,2010s,90.7,5.59
2011,2010s,10.1,2.49
2011,2010s,33.3,4.14
2011,2010s,66.6,5.16
2011,2010s,51.8,4.54
2011,2010s,85.8,5.83
2011,2010s,108.5,5.9
2011,2010s,94.7,6.17
2011,2010s,51.1,5.13
2011,2010s,15.0,2.97
2011,2010s,42.6,4.33
2011,2010s,82.0,5.85
2011,2010s,26.5,2.92
2011,2010s,96.3,6.25
2011,2010s,118.6,7.59
2011,2010s,66.0,5.21
2011,2010s,6.0,2.38
2011,2010s,23.0,3.71
2011,2010s,246.9,7.28
2011,2010s,39.8,4.62
2011,2010s,13.5,2.15
2011,2010s,151.5,6.89
2011,2010s,60.6,5.98
2011,2010s,137.4,6.89
2011,2010s,73.9,5.09
2011,2010s,84.6,5.88
2011,2010s,78.8,5.19
2011,2010s,101.2,6.6
2011,2010s,331.1,6.37
2011,2010s,124.3,6.62
2011,2010s,18.3,2.89
2011,2010s,83.9,5.58
2011,2010s,141.2,7.2
2011,2010s,147.9,6.73
2011,2010s,43.6,4.24
2011,2010s,143.7,6.29
2011,2010s,120.3,5.88
2011,2010s,413.1,6.26
2011,2010s,34.2,4.06
2011,2010s,41.0,4.67
2011,2010s,47.7,4.41
2011,2010s,41.5,4.9
2011,2010s,30.8,3.6
2011,2010s,7.6,2.44
2011,2010s,43.3,4.05
2011,2010s,79.2,5.99
2011,2010s,41.4,5.08
2011,2010s,256.2,6.09
2011,2010s,60.6,4.96
2011,2010s,158.0,7.14
2011,2010s,73.0,4.96
2011,2010s,111.5,6.56
2011,2010s,74.0,5.93
2011,2010s,167.5,6.73
2011,2010s,62.6,5.34
2011,2010s,87.0,6.46
2011,2010s,79.0,6.32
2011,2010s,48.3,4.61
2011,2010s,81.3,5.51
2011,2010s,320.6,6.38
2011,2010s,49.0,5.0
2011,2010s,82.2,5.24
2011,2010s,154.1,6.61
2011,2010s,141.1,6.72
2011,2010s,60.5,4.9
2011,2010s,10.0,2.78
2011,2010s,88.4,6.78
2011,2010s,11.4,2.72
2011,2010s,180.7,6.55
2011,2010s,68.1,5.68
2011,2010s,127.0,6.7
2011,2010s,30.5,4.34
2011,2010s,18.7,3.27
2011,2010s,73.0,5.38
2011,2010s,58.5,4.38
2011,2010s,41.5,3.78
2011,2010s,63.9,4.55
2011,2010s,478.1,6.84
2011,2010s,112.2,5.9
2011,2010s,131.8,7.09
2011,2010s,113.0,6.4
2011,2010s,182.0,6.62
2011,2010s,52.0,4.48
2011,2010s,12.8,3.08
2011,2010s,52.1,4.49
2011,2010s,110.3,5.99
2011,2010s,29.0,4.18
2011,2010s,52.6,4.92
2011,2010s,35.7,4.01
2011,2010s,185.1,6.93
2011,2010s,105.3,6.25
2011,2010s,97.8,6.23
2011,2010s,95.6,5.76
2011,2010s,58.3,5.73
2011,2010s,69.6,5.17
2011,2010s,24.7,4.08
2011,2010s,11.6,2.72
2011,2010s,67.1,5.58
2011,2010s,76.5,5.83
2011,2010s,148.6,7.09
2011,2010s,195.0,6.41
2011,2010s,194.8,7.08
2011,2010s,28.4,4.38
2011,2010s,46.1,4.45
2011,2010s,86.0,5.83
2011,2010s,400.7,6.52
2011,2010s,182.1,6.58
2011,2010s,138.9,7.28
2011,2010s,44.9,4.14
2011,2010s,30.9,3.53
2011,2010s,108.4,6.87
2011,2010s,26.3,3.84
2011,2010s,50.2,5.44
2011,2010s,55.1,4.73
2011,2010s,198.2,6.75
2011,2010s,46.0,4.3
2011,2010s,9.6,2.71
2011,2010s,87.6,5.24
2011,2010s,35.5,4.32
2011,2010s,61.9,5.24
2011,2010s,56.2,4.91
2011,2010s,48.9,4.51
2011,2010s,108.5,5.99
2011,2010s,19.0,3.48
2011,2010s,40.7,3.9
2011,2010s,100.2,6.32
2011,2010s,37.9,4.91
2011,2010s,18.0,3.69
2011,2010s,99.1,5.59
2011,2010s,139.3,6.49
2011,2010s,58.0,5.14
2011,2010s,13.8,2.89
2011,2010s,101.9,5.69
2011,2010s,17.3,3.26
2011,2010s,75.6,5.54
2011,2010s,30.8,4.53
2011,2010s,25.1,3.48
2011,2010s,43.1,4.82
2011,2010s,52.3,4.34
2011,2010s,37.0,3.79
2011,2010s,93.3,6.25
2012,2010s,42.9,4.79
2012,2010s,125.1,6.27
2012,2010s,74.1,5.51
2012,2010s,35.6,3.6
2012,2010s,31.3,3.82
2012,2010s,17.4,3.43
2012,2010s,74.6,5.37
2012,2010s,46.0,4.45
2012,2010s,10.1,2.29
2012,2010s,40.1,4.06
2012,2010s,30.5,4.46
2012,2010s,195.6,6.73
2012,2010s,16.7,2.74
2012,2010s,20.4,3.19
2012,2010s,137.9,6.12
2012,2010s,166.0,6.35
2012,2010s,34.3,4.5
2012,2010s,37.3,4.11
2012,2010s,95.3,6.7
2012,2010s,10.5,2.68
2012,2010s,14.9,2.97
2012,2010s,48.6,4.87
2012,2010s,191.9,5.77
2012,2010s,43.3,4.49
2012,2010s,64.7,5.2
2012,2010s,140.4,7.2
2012,2010s,291.3,7.04
2012,2010s,38.9,3.84
2012,2010s,59.2,5.47
2012,2010s,235.3,6.61
2012,2010s,19.2,2.92
2012,2010s,129.7,6.71
2012,2010s,28.0,3.64
2012,2010s,64.8,5.76
2012,2010s,50.0,4.82
2012,2010s,29.2,3.85
2012,2010s,28.7,4.06
2012,2010s,73.8,5.88
2012,2010s,126.6,6.89
2012,2010s,54.4,5.36
2012,2010s,63.2,5.38
2012,2010s,92.1,6.02
2012,2010s,29.0,4.19
2012,2010s,104.5,6.2
2012,2010s,110.9,6.36
2012,2010s,422.9,7.3
2012,2010s,45.3,5.07
2012,2010s,42.6,4.39
2012,2010s,106.8,6.12
2012,2010s,110.9,6.86
2012,2010s,40.2,4.57
2012,2010s,44.3,4.58
2012,2010s,90.0,5.81
2012,2010s,32.3,4.04
2012,2010s,44.1,4.45
2012,2010s,64.2,4.97
2012,2010s,126.6,6.66
2012,2010s,38.1,4.29
2012,2010s,15.1,2.86
2012,2010s,14.3,3.26
2012,2010s,23.3,3.92
2012,2010s,22.4,3.76
2012,2010s,53.4,4.73
2012,2010s,24.6,3.8
2012,2010s,35.4,4.1
2012,2010s,33.6,3.56
2012,2010s,43.1,4.65
2012,2010s,161.8,6.75
2012,2010s,98.6,7.02
2012,2010s,60.7,5.6
2012,2010s,42.5,4.64
2012,2010s,43.4,4.51
2012,2010s,76.7,5.63
2012,2010s,93.0,5.63
2012,2010s,30.4,3.22
2012,2010s,61.7,4.81
2012,2010s,13.1,2.86
2012,2010s,70.3,4.66
2012,2010s,106.3,6.07
2012,2010s,48.6,4.56
2012,2010s,234.3,6.63
2012,2010s,31.0,3.63
2012,2010s,70.6,5.28
2012,2010s,58.4,5.61
2012,2010s,55.7,5.14
2012,2010s,55.1,4.69
2012,2010s,65.0,5.2
2012,2010s,113.3,6.38
2012,2010s,168.6,6.43
2012,2010s,59.9,4.79
2012,2010s,110.6,6.7
2012,2010s,35.4,3.93
2012,2010s,106.6,5.89
2012,2010s,33.9,3.99
2012,2010s,136.0,6.71
2012,2010s,314.9,6.01
2012,2010s,54.8,4.86
2012,2010s,11.6,3.09
2012,2010s,39.8,4.43
2012,2010s,151.1,7.48
2012,2010s,90.8,6.37
2012,2010s,72.3,5.96
2012,2010s,127.8,7.6
2012,2010s,86.3,6.09
2012,2010s,149.6,6.75
2012,2010s,119.6,6.87
2012,2010s,187.8,6.51
2012,2010s,78.5,5.66
2012,2010s,118.3,6.27
2012,2010s,47.7,4.74
2012,2010s,38.2,3.97
2012,2010s,215.8,6.46
2012,2010s,70.6,5.54
2012,2010s,109.7,6.28
2012,2010s,65.8,4.58
2012,2010s,38.6,3.71
2012,2010s,60.5,4.68
2012,2010s,176.2,6.39
2012,2010s,91.0,6.09
2012,2010s,16.6,3.16
2012,2010s,51.1,5.11
2012,2010s,228.4,6.97
2012,2010s,51.1,5.11
2012,2010s,15.5,3.24
2012,2010s,248.2,6.78
2012,2010s,100.1,6.53
2012,2010s,56.9,5.27
2012,2010s,45.4,4.64
2012,2010s,135.1,7.11
2012,2010s,40.0,3.46
2012,2010s,142.0,6.58
2012,2010s,90.1,5.81
2012,2010s,72.1,5.85
2012,2010s,66.9,5.84
2012,2010s,52.6,4.29
2012,2010s,131.4,7.14
2012,2010s,31.4,3.47
2012,2010s,17.8,2.76
2012,2010s,95.1,5.95
2012,2010s,96.3,5.95
2012,2010s,86.0,5.28
2012,2010s,81.5,5.93
2012,2010s,47.2,4.82
2012,2010s,108.3,6.67
2012,2010s,58.0,4.84
2012,2010s,41.6,4.34
2012,2010s,47.5,4.59
2012,2010s,273.1,7.29
2012,2010s,16.3,2.08
2012,2010s,87.3,5.52
2012,2010s,17.0,3.11
2012,2010s,55.3,4.52
2012,2010s,43.3,4.34
2012,2010s,12.6,2.8
2012,2010s,80.3,5.44
2012,2010s,45.1,4.52
2012,2010s,12.4,3.05
2012,2010s,112.6,6.3
2012,2010s,176.0,6.54
2012,2010s,183.4,6.64
2012,2010s,78.5,5.62
2012,2010s,62.1,4.52
2012,2010s,162.5,6.86
2012,2010s,211.9,6.54
2012,2010s,140.4,7.12
2012,2010s,29.6,4.0
2012,2010s,69.8,5.79
2012,2010s,83.4,5.4
2012,2010s,15.4,2.89
2012,2010s,85.3,5.37
2012,2010s,330.0,6.46
2012,2010s,97.0,6.51
2012,2010s,181.2,7.22
2012,2010s,68.8,4.94
2012,2010s,56.8,4.79
2012,2010s,79.9,5.64
2012,2010s,32.5,4.14
2012,2010s,29.1,3.15
2012,2010s,155.1,6.14
2012,2010s,167.9,6.87
2012,2010s,28.5,3.06
2012,2010s,124.0,6.43
2012,2010s,56.2,4.98
2012,2010s,77.4,5.74
2012,2010s,84.7,5.74
2012,2010s,126.5,6.49
2012,2010s,63.8,5.48
2012,2010s,172.8,6.8
2012,2010s,75.7,5.32
2012,2010s,95.8,6.06
2012,2010s,32.1,4.05
2012,2010s,302.9,7.3
2012,2010s,85.3,6.08
2012,2010s,102.4,6.61
2012,2010s,18.0,2.95
2012,2010s,32.4,3.75
2012,2010s,151.8,6.61
2012,2010s,74.4,5.46
2012,2010s,14.3,2.6
2012,2010s,130.7,7.09
2013,2010s,39.9,4.59
2013,2010s,172.9,6.59
2013,2010s,56.2,5.15
2013,2010s,70.0,5.46
2013,2010s,145.3,6.94
2013,2010s,30.6,3.37
2013,2010s,28.5,3.69
2013,2010s,51.8,4.74
2013,2010s,111.6,6.58
2013,2010s,22.1,3.18
2013,2010s,17.2,2.25
2013,2010s,111.3,5.98
2013,2010s,38.2,4.18
2013,2010s,44.7,4.51
2013,2010s,14.9,3.58
2013,2010s,36.1,4.31
2013,2010s,59.7,5.08
2013,2010s,120.6,6.53
2013,2010s,33.6,4.38
2013,2010s,208.0,6.5
2013,2010s,35.9,4.05
2013,2010s,35.9,3.72
2013,2010s,190.1,7.2
2013,2010s,70.3,5.53
2013,2010s,39.7,4.02
2013,2010s,53.4,4.78
2013,2010s,165.5,6.88
2013,2010s,180.2,6.61
2013,2010s,32.5,3.75
2013,2010s,58.1,4.77
2013,2010s,64.2,5.32
2013,2010s,28.6,3.62
2013,2010s,57.5,4.82
2013,2010s,60.2,4.6
2013,2010s,141.1,6.71
2013,2010s,148.4,6.63
2013,2010s,46.9,4.46
2013,2010s,51.1,4.81
2013,2010s,98.7,6.37
2013,2010s,38.7,4.47
2013,2010s,93.3,6.19
2013,2010s,56.2,4.84
2013,2010s,29.0,3.57
2013,2010s,29.3,3.41
2013,2010s,177.6,6.49
2013,2010s,53.4,4.83
2013,2010s,205.3,6.43
2013,2010s,40.8,4.35
2013,2010s,74.6,5.18
2013,2010s,361.0,6.12
2013,2010s,27.1,3.96
2013,2010s,14.5,2.79
2013,2010s,157.5,6.41
2013,2010s,32.3,3.54
2013,2010s,59.1,5.18
2013,2010s,38.7,4.7
2013,2010s,73.4,5.34
2013,2010s,29.4,3.71
2013,2010s,52.4,5.16
2013,2010s,84.1,5.14
2013,2010s,28.2,4.41
2013,2010s,35.5,4.93
2013,2010s,46.2,3.6
2013,2010s,20.5,3.28
2013,2010s,43.7,4.19
2013,2010s,65.6,5.15
2013,2010s,44.5,4.33
2013,2010s,49.0,4.94
2013,2010s,59.1,4.99
2013,2010s,36.7,3.81
2013,2010s,100.7,6.09
2013,2010s,176.1,6.88
2013,2010s,42.4,3.97
2013,2010s,86.3,5.25
2013,2010s,50.1,5.4
2013,2010s,78.9,5.41
2013,2010s,194.2,6.65
2013,2010s,87.9,5.73
2013,2010s,15.9,3.24
2013,2010s,84.3,6.4
2013,2010s,151.3,6.9
2013,2010s,50.8,4.2
2013,2010s,126.6,6.13
2013,2010s,35.8,3.95
2013,2010s,19.7,3.17
2013,2010s,66.7,4.68
2013,2010s,16.1,3.34
2013,2010s,50.1,4.32
2013,2010s,157.5,7.22
2013,2010s,14.3,3.59
2013,2010s,23.0,3.36
2013,2010s,27.7,3.85
2013,2010s,57.2,4.53
2013,2010s,45.6,4.74
2013,2010s,171.3,6.53
2013,2010s,122.7,6.19
2013,2010s,87.0,5.74
2013,2010s,66.9,5.12
2013,2010s,80.6,5.57
2013,2010s,31.4,4.22
2013,2010s,114.1,6.13
2013,2010s,26.1,4.22
2013,2010s,112.3,5.91
2013,2010s,146.1,7.26
2013,2010s,70.3,5.03
2013,2010s,52.6,4.79
2013,2010s,81.0,5.52
2013,2010s,7.0,2.37
2013,2010s,75.3,5.82
2013,2010s,55.1,5.41
2013,2010s,57.8,5.4
2013,2010s,101.9,6.04
2013,2010s,56.7,5.01
2013,2010s,25.5,3.31
2013,2010s,54.0,4.5
2013,2010s,63.1,4.76
2013,2010s,65.4,5.09
2013,2010s,67.7,5.4
2013,2010s,130.8,5.98
2013,2010s,26.6,3.62
2013,2010s,68.5,5.87
2013,2010s,157.9,7.09
2013,2010s,16.3,2.87
2013,2010s,68.7,4.85
2013,2010s,38.7,4.38
2013,2010s,45.4,3.7
2013,2010s,30.4,4.22
2013,2010s,52.8,4.73
2013,2010s,238.7,7.34
2013,2010s,23.2,2.86
2013,2010s,25.0,3.88
2013,2010s,22.6,3.39
2013,2010s,219.2,6.59
2013,2010s,42.4,3.91
2013,2010s,58.9,5.23
2013,2010s,44.4,4.71
2013,2010s,29.5,4.42
2013,2010s,50.3,5.06
2013,2010s,379.2,6.49
2013,2010s,170.4,6.35
2013,2010s,31.6,3.42
2013,2010s,97.5,6.6
2013,2010s,32.2,3.65
2013,2010s,15.8,3.56
2013,2010s,128.9,6.82
2013,2010s,143.2,6.8
2013,2010s,131.5,6.54
2013,2010s,42.2,4.61
2013,2010s,52.9,4.8
2013,2010s,105.3,6.12
2013,2010s,80.5,5.92
2013,2010s,44.7,4.43
2013,2010s,17.8,2.88
2013,2010s,65.3,5.45
2013,2010s,134.8,6.64
2013,2010s,24.4,3.7
2013,2010s,96.9,5.91
2013,2010s,76.9,5.16
2013,2010s,105.3,6.85
2013,2010s,115.4,6.97
2013,2010s,35.6,4.39
2013,2010s,17.8,3.02
2013,2010s,40.2,4.19
2013,2010s,116.9,6.95
2013,2010s,40.0,4.16
2013,2010s,35.7,3.86
2013,2010s,15.3,3.67
2013,2010s,223.4,6.69
2013,2010s,111.5,6.98
2013,2010s,106.9,5.79
2013,2010s,124.0,6.77
2013,2010s,92.5,6.7
2013,2010s,50.0,4.7
2013,2010s,53.1,4.72
2013,2010s,43.5,4.03
2013,2010s,432.9,7.08
2013,2010s,91.0,5.67
2013,2010s,42.4,4.35
2013,2010s,85.1,5.37
2013,2010s,28.1,4.26
2013,2010s,185.4,7.11
2013,2010s,36.5,4.12
2013,2010s,87.4,5.45
2013,2010s,133.5,7.2
2013,2010s,80.1,5.54
2013,2010s,64.4,4.82
2013,2010s,60.5,4.46
2013,2010s,57.5,4.75
2013,2010s,38.9,3.73
2013,2010s,42.8,4.19
2013,2010s,182.0,6.96
2013,2010s,55.3,4.76
2013,2010s,33.3,4.1
2013,2010s,40.7,4.06
2013,2010s,137.0,6.69
